model,task,fold,seed,checkpoint_path,checkpoint_hash,normalizer_hash,status,reason
EEGNet,OpenBMI_ERP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold2_seed1\selected.pt,4feef6c7357b0e9b9b8824283130ffa4bc6ebf55e443a4bbd2c4cfb0f72749de,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold2_seed2\selected.pt,9b8f3d8682a1c1e4cf3dfb15e089ffd59f0fafb779dbfae4c0f2bb1ef02166a3,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold3_seed0\selected.pt,6a3fe1de7a6eae3ae8d686d038aa725b45393b89b797eba74d24f7ea8caa9415,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold3_seed1\selected.pt,30411e244c6e72aec3d07119d58e636d0029354ce3b731ff077181025f867290,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold3_seed2\selected.pt,1789ace9978a7fd26377de2e8a2d974a65668fcf9dc11bf3841303eedcbd9382,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold4_seed0\selected.pt,083b79bdaf32125dd9d90d1e63f96e78e2681baf9ea2753a15cfc92dbd660563,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold4_seed1\selected.pt,5a030e81492989d1934e9d240d4598781ae5ad1242c456125d144eb85c435449,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_ERP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\eegnet\fold4_seed2\selected.pt,939aca40553ef64d1ee78e3514b1498f9f70f6a8b3c34c403a8b8b693e7621d0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold0_seed0\selected.pt,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold0_seed1\selected.pt,e9b66f9aecb279aaab99ab675f9af6b6f8b40e51b4b5b0bdb00ca03decee1b41,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold0_seed2\selected.pt,bdc31cb71296def22ff5683a573974e06594413abd81980a5e4a0390ec16c713,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold1_seed0\selected.pt,c52842b9bd3717a4239149aa711cc7c894a28959e1ed897577af14acf1f55f50,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold1_seed1\selected.pt,f21abd1a8e151dd7c1c19850f901324e5dfc664fea7f2d37d46c6328781748d6,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold1_seed2\selected.pt,dafaec075d91f5fe4bf4274bc4654b31c97bbc9291a7cdff1d41bf13f83544cd,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold2_seed0\selected.pt,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold2_seed1\selected.pt,2e31037080e95e4a285a76655836ba80718860e3b709862a9c315bd1340934ec,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold2_seed2\selected.pt,4122d62f3516a92be6a4f8cde9cd01ebbee1761018fd817ea8ee064810084d32,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold3_seed0\selected.pt,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold3_seed1\selected.pt,aad563a31c4f168d3583de156517044f45c068e4d26704e5604d468612bab485,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold3_seed2\selected.pt,3610f5f74ae75ff7d685449f78b1e8483d9852da56094a6dc340910fa16743a6,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold4_seed0\selected.pt,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold4_seed1\selected.pt,79e26174a49f6f4fe84b6aa18e3ff012f43f2cfacc86734e1047e0f11ccf4802,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,PRESENT_HASH_VERIFIED,
EEGNet,OpenBMI_SSVEP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\eegnet\fold4_seed2\selected.pt,e01755ab45422478a713cd026affd9bd2976b81aa5f95edf09d1799d6e6b8079,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold0_seed0\selected.pt,420b6165b6cb12dcfdb8bb3e09b2ea105508ffcff3eb566fae8d65b700f71d26,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold0_seed1\selected.pt,182e628a4309c314aed855580377b3de8433c6e097eb648501adc91b5d8f2fd3,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold0_seed2\selected.pt,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold1_seed0\selected.pt,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold1_seed1\selected.pt,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold1_seed2\selected.pt,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold2_seed0\selected.pt,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold2_seed1\selected.pt,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold2_seed2\selected.pt,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold3_seed0\selected.pt,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold3_seed1\selected.pt,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold3_seed2\selected.pt,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold4_seed0\selected.pt,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold4_seed1\selected.pt,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PRESENT_HASH_VERIFIED,
EEGNet,WBCIC_MI,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\eegnet\fold4_seed2\selected.pt,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold0_seed0\selected.pt,405686b31aa08a2084a5ea7e6efb4edc93f7baf09b3f12cdce2b05515e903d24,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold0_seed1\selected.pt,89a6be9b7dddde3656f00e46fc06d1e3557eadb7d24fbb5391a111c6e35e8c3c,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold0_seed2\selected.pt,491e4c67fde0be8bf77975329acc3ac6c5f70690b7401a32ec82d30d446a8845,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold1_seed0\selected.pt,d1e10247f6af7d898e12dbb619f7b087f507795a0573272de1498a0b1fdb8a23,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold1_seed1\selected.pt,b0c76adb48ec1c554d98f2ba6b500aec51752199cd69ec70f3aab8f5e4452955,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold1_seed2\selected.pt,8a8862ea03035aaf3daa1fea1c7570fe41c185485d916e54bb8030402cf2b84a,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold2_seed0\selected.pt,a2102c41198a1d140cf6817ed736fcf803ea765838ceed6eea064ec28ee1f77d,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold2_seed1\selected.pt,0c41e8a30feac03dca7a819b56aeac9b014e09a5868e1af57b8f4152636b5372,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold2_seed2\selected.pt,f0a64d0ef08d567837f1c73fdd4857ec49c78f9bc9865d5ef5f434c5a8591545,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold3_seed0\selected.pt,f0973d95c5aeb33c8590f1f14fa87f7192520dc09f98b1626822133142b2ed6e,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold3_seed1\selected.pt,aa1ca16f2a6822b15e2fc92e1384190b44ff35b206a1ee653b234f445461ef32,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,PRESENT_HASH_VERIFIED,
CBraMod,OpenBMI_MI,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold3_seed2\selected.pt,94835f1af9ca2b29835e11a4e64388a07ae98f633e552a36d3b1a2fc473c727a,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,PRESENT_HASH_VERIFIED,
