model,task,subject_id,session1_mean_BA,session2_mean_BA,session3_mean_BA_if_applicable,worst_session,WS_BA_subject
Medformer,OpenBMI_MI,36,0.7126666666666667,0.794,,S1,0.7126666666666667
Medformer,OpenBMI_MI,37,0.6033333333333333,0.6080000000000001,,S1,0.6033333333333333
Medformer,OpenBMI_MI,39,0.7419999999999999,0.5953333333333334,,S2,0.5953333333333334
Medformer,OpenBMI_MI,42,0.6333333333333334,0.6693333333333334,,S1,0.6333333333333334
Medformer,OpenBMI_MI,51,0.7126666666666668,0.6293333333333333,,S2,0.6293333333333333
Medformer,OpenBMI_MI,54,0.6366666666666667,0.6980000000000002,,S1,0.6366666666666667
Medformer,OpenBMI_ERP,4,0.7366262626262625,0.8427272727272727,,S1,0.7366262626262625
Medformer,OpenBMI_ERP,12,0.9311515151515152,0.9534747474747475,,S1,0.9311515151515152
Medformer,OpenBMI_ERP,13,0.8859999999999999,0.8921818181818183,,S1,0.8859999999999999
Medformer,OpenBMI_ERP,17,0.7782222222222223,0.7732121212121211,,S2,0.7732121212121211
Medformer,OpenBMI_ERP,18,0.7055937176495092,0.8465656565656565,,S1,0.7055937176495092
Medformer,OpenBMI_ERP,24,0.9314343434343434,0.7936767676767676,,S2,0.7936767676767676
Medformer,OpenBMI_ERP,25,0.7299191919191919,0.6993737373737373,,S2,0.6993737373737373
Medformer,OpenBMI_ERP,29,0.7645656565656564,0.8264242424242424,,S1,0.7645656565656564
Medformer,OpenBMI_ERP,36,0.9291919191919195,0.945070707070707,,S1,0.9291919191919195
Medformer,OpenBMI_ERP,37,0.7882222222222223,0.918868686868687,,S1,0.7882222222222223
Medformer,OpenBMI_ERP,39,0.7911111111111111,0.6564646464646464,,S2,0.6564646464646464
Medformer,OpenBMI_ERP,42,0.8498989898989898,0.769010101010101,,S2,0.769010101010101
Medformer,OpenBMI_ERP,51,0.8268888888888888,0.657979797979798,,S2,0.657979797979798
Medformer,OpenBMI_ERP,54,0.6545252525252525,0.6352525252525252,,S2,0.6352525252525252
Medformer,OpenBMI_SSVEP,4,0.9906666666666667,1.0,,S1,0.9906666666666667
Medformer,OpenBMI_SSVEP,12,0.9900000000000001,0.9466666666666664,,S2,0.9466666666666664
Medformer,OpenBMI_SSVEP,13,0.9033333333333334,0.7679999999999999,,S2,0.7679999999999999
Medformer,OpenBMI_SSVEP,17,0.9199999999999999,0.9680000000000001,,S1,0.9199999999999999
Medformer,OpenBMI_SSVEP,18,0.9920000000000001,1.0,,S1,0.9920000000000001
Medformer,OpenBMI_SSVEP,24,0.9553333333333333,0.9126666666666667,,S2,0.9126666666666667
Medformer,OpenBMI_SSVEP,25,0.998,0.9286666666666665,,S2,0.9286666666666665
Medformer,OpenBMI_SSVEP,29,0.95,0.9666666666666669,,S1,0.95
Medformer,OpenBMI_SSVEP,36,1.0,1.0,,S1,1.0
Medformer,OpenBMI_SSVEP,37,0.9780000000000001,0.9813333333333335,,S1,0.9780000000000001
Medformer,OpenBMI_SSVEP,39,0.9820000000000001,0.9886666666666667,,S1,0.9820000000000001
Medformer,OpenBMI_SSVEP,42,0.9846666666666668,0.5560000000000002,,S2,0.5560000000000002
Medformer,OpenBMI_SSVEP,51,0.6633333333333336,0.7773333333333333,,S1,0.6633333333333336
Medformer,OpenBMI_SSVEP,54,0.6013333333333333,0.6113333333333334,,S1,0.6013333333333333
Medformer,WBCIC_MI,sub-4,0.5366666666666667,0.5530000000000002,0.659,S1,0.5366666666666667
Medformer,WBCIC_MI,sub-8,0.871,0.8813333333333334,0.888,S1,0.871
Medformer,WBCIC_MI,sub-10,0.6346666666666667,0.6886666666666666,0.7893333333333333,S1,0.6346666666666667
Medformer,WBCIC_MI,sub-15,0.7556666666666665,0.6666666666666666,0.6956666666666667,S2,0.6666666666666666
Medformer,WBCIC_MI,sub-20,0.8989999999999999,0.8673333333333333,0.5106666666666666,S3,0.5106666666666666
Medformer,WBCIC_MI,sub-39,0.5173333333333334,0.7259999999999999,0.8013333333333332,S1,0.5173333333333334
Medformer,WBCIC_MI,sub-40,0.7386666666666667,0.677,0.7153333333333333,S2,0.677
Medformer,WBCIC_MI,sub-43,0.9690000000000001,0.9503333333333335,0.9143333333333332,S3,0.9143333333333332
Medformer,WBCIC_MI,sub-46,0.9353333333333335,0.8873333333333332,0.821,S3,0.821
Medformer,WBCIC_MI,sub-51,0.7426666666666667,0.7706666666666667,0.7863333333333332,S1,0.7426666666666667
LiteBN,OpenBMI_MI,4,0.6873333333333332,0.7940000000000002,,S1,0.6873333333333332
LiteBN,OpenBMI_MI,12,0.7440000000000001,0.7260000000000001,,S2,0.7260000000000001
LiteBN,OpenBMI_MI,13,0.6986666666666665,0.6126666666666666,,S2,0.6126666666666666
LiteBN,OpenBMI_MI,17,0.6993333333333335,0.5686666666666668,,S2,0.5686666666666668
LiteBN,OpenBMI_MI,18,0.7746666666666666,0.7193333333333333,,S2,0.7193333333333333
LiteBN,OpenBMI_MI,24,0.5980000000000001,0.5700000000000001,,S2,0.5700000000000001
LiteBN,OpenBMI_MI,25,0.7853333333333334,0.9693333333333335,,S1,0.7853333333333334
LiteBN,OpenBMI_MI,29,0.7133333333333333,0.7633333333333333,,S1,0.7133333333333333
LiteBN,OpenBMI_MI,36,0.9240000000000002,0.9259999999999999,,S1,0.9240000000000002
LiteBN,OpenBMI_MI,37,0.734,0.7493333333333333,,S1,0.734
LiteBN,OpenBMI_MI,39,0.8266666666666665,0.7333333333333333,,S2,0.7333333333333333
LiteBN,OpenBMI_MI,42,0.6933333333333334,0.6773333333333332,,S2,0.6773333333333332
LiteBN,OpenBMI_MI,51,0.6833333333333332,0.622,,S2,0.622
LiteBN,OpenBMI_MI,54,0.5980000000000001,0.6666666666666665,,S1,0.5980000000000001
LiteBN,OpenBMI_ERP,4,0.813070707070707,0.9071515151515153,,S1,0.813070707070707
LiteBN,OpenBMI_ERP,12,0.9465454545454546,0.9655353535353536,,S1,0.9465454545454546
