fold,block,subject,n_S3_trials,base_BA,candidate_BA,random_BA_mean,u_abs,u_random,u_spec,delta_BA,delta_BA_random,delta_BA_specific,logit_RMS,margin_displacement,prediction_flip_rate,total_variation
3,P05_08,sub-42,200,0.69,0.69,0.6992499999999999,-0.008258498325787575,-0.013514083809675429,0.0052555854838878535,0.0,0.00924999999999998,-0.00924999999999998,0.32460038676315683,0.3521468161703228,0.03,0.024141236711694693
3,P09_16,sub-6,200,0.925,0.925,0.9250500000000001,0.0053261888301939855,0.008399753145308195,-0.00307356431511421,0.0,5.0000000000105516e-05,-5.0000000000105516e-05,0.3008330015106798,0.3773834576296708,0.01,0.010789110136358882
3,P09_16,sub-23,200,0.97,0.96,0.9646999999999997,0.0033288290614305084,0.007596986865320102,-0.004268157803889594,-0.010000000000000009,-0.0053000000000003045,-0.004699999999999704,0.33311049547760657,0.43041654574857696,0.01,0.006017837612695551
3,P09_16,sub-24,195,0.9176136363636365,0.912405303030303,0.9146496212121211,0.002204993032834094,0.0010586960104092516,0.0011462970224248425,-0.005208333333333481,-0.0029640151515153423,-0.002244318181818139,0.2650411390706483,0.3220641348260011,0.005128205128205128,0.012901729942349045
3,P09_16,sub-30,200,0.875,0.875,0.8772,0.005783360283778694,5.537461950726908e-06,0.005777822821827967,0.0,0.0021999999999999797,-0.0021999999999999797,0.2679048976947773,0.3250250751190789,0.01,0.017209207341254126
3,P09_16,sub-31,200,0.5700000000000001,0.575,0.5810500000000001,-0.04365219064753115,-0.05342598696207848,0.009773796314547334,0.004999999999999893,0.011050000000000004,-0.006050000000000111,0.189263025071004,0.20955950073185461,0.045,0.02551767184147421
3,P09_16,sub-38,200,0.48,0.505,0.48935,-0.017372956752006473,-0.014299532809848142,-0.003073423942158331,0.025000000000000022,0.009350000000000025,0.015649999999999997,0.09101744468450483,0.0966701398428641,0.035,0.018209463127982054
3,P09_16,sub-41,200,0.8400000000000001,0.825,0.8333999999999999,0.0012916073655797802,-0.004539963793206537,0.005831571158786317,-0.015000000000000124,-0.006600000000000161,-0.008399999999999963,0.2288349531613264,0.2707026958050714,0.025,0.01285699133142248
3,P09_16,sub-42,200,0.69,0.6699999999999999,0.6964000000000001,-0.012338698169664241,-0.017150142706782157,0.004811444537117916,-0.020000000000000018,0.006400000000000183,-0.0264000000000002,0.21405068437969582,0.2392972321732308,0.02,0.01811057945956794
3,P17_32,sub-6,200,0.925,0.9199999999999999,0.9231000000000003,0.07374496559996813,0.06258028264491111,0.011164682955057015,-0.0050000000000001155,-0.0018999999999997907,-0.0031000000000003247,1.5250199399719158,1.9388215326651477,0.025,0.0819073595619611
3,P17_32,sub-23,200,0.97,0.975,0.9587999999999998,0.054625399315629576,0.06396311641490461,-0.009337717099275035,0.0050000000000000044,-0.01120000000000021,0.016200000000000214,1.785526753721442,2.35235356108812,0.005,0.06863748734145561
3,P17_32,sub-24,195,0.9176136363636365,0.8762626262626263,0.9057275883838382,0.05714482499555151,0.03547047465760096,0.02167435033795055,-0.041351010101010166,-0.011886047979798309,-0.029464962121211857,1.4268787852800684,1.799088897990701,0.06153846153846154,0.08589591787245476
3,P17_32,sub-30,200,0.875,0.8400000000000001,0.8668499999999999,0.08393390624789518,0.02263685181390083,0.061297054433994344,-0.03499999999999992,-0.008150000000000102,-0.02684999999999982,1.4009620928802582,1.752258604667697,0.105,0.11960288308455416
3,P17_32,sub-31,200,0.5700000000000001,0.555,0.5771000000000001,-0.1713232001040798,-0.15558001934028776,-0.015743180763792053,-0.015000000000000013,0.007099999999999995,-0.02210000000000001,0.834733259234144,0.8864817558163516,0.145,0.10357008473356205
3,P17_32,sub-38,200,0.48,0.535,0.48875,-0.0858098195191574,-0.043297397569600514,-0.04251242194955688,0.05500000000000005,0.008750000000000036,0.04625000000000001,0.3954503859699886,0.4052236797544716,0.165,0.07854470956924696
3,P17_32,sub-41,200,0.8400000000000001,0.81,0.82825,0.03610415402195558,0.011232084794155977,0.024872069227799606,-0.030000000000000027,-0.011750000000000038,-0.01824999999999999,1.3137188479268405,1.5917772964036274,0.06,0.08982176065217164
3,P17_32,sub-42,200,0.69,0.7050000000000001,0.7019,-0.0231438180256127,-0.030557099139509977,0.007413281113897278,0.015000000000000124,0.011900000000000022,0.0031000000000001027,1.0532133208301389,1.1520424921315024,0.115,0.0969206275325934
4,P01_04,sub-7,200,0.8200000000000001,0.615,0.8095,0.23826455970700028,0.027633905240464333,0.21063065446653595,-0.20500000000000007,-0.010500000000000065,-0.1945,1.1911396785028079,1.4069413376110416,0.275,0.19773097622324606
4,P01_04,sub-12,200,0.73,0.615,0.7286999999999999,0.16977505427995035,0.031593626121539584,0.13818142815841078,-0.11499999999999999,-0.0013000000000000789,-0.11369999999999991,1.1566054374772863,1.3253012761302942,0.405,0.22407155874493614
4,P01_04,sub-14,200,0.575,0.495,0.53895,0.06626132192354832,0.01770246900443492,0.048558852919113396,-0.07999999999999996,-0.036049999999999915,-0.043950000000000045,0.7734762521599177,1.0182678459108079,0.62,0.23141246260068823
4,P01_04,sub-17,200,0.81,0.665,0.7822499999999999,0.20705062483917358,0.04737519949130871,0.15967542534786489,-0.14500000000000002,-0.027750000000000163,-0.11724999999999985,1.1824510322645718,1.4077787601219813,0.355,0.21820991207284632
4,P01_04,sub-32,200,0.61,0.51,0.57765,0.07922900143809752,0.009653536243343067,0.06957546519475445,-0.09999999999999998,-0.03234999999999999,-0.06764999999999999,0.9480353898748276,1.1260242478433276,0.5,0.22082228840726878
4,P01_04,sub-47,200,0.935,0.6950000000000001,0.88945,0.24749822831300677,0.053751244296394975,0.1937469840166118,-0.24,-0.04555000000000009,-0.1944499999999999,1.0833826826465662,1.2800472880307978,0.3,0.2098915549122251
4,P01_04,sub-48,200,0.78,0.6599999999999999,0.7548999999999999,0.15241151366330297,0.024697127144589198,0.12771438651871378,-0.1200000000000001,-0.025100000000000122,-0.09489999999999998,1.2159090467127425,1.391266960565375,0.29,0.19465922427742158
4,P01_04,sub-50,200,0.935,0.825,0.9288999999999998,0.24783228364567664,0.0407410373096878,0.20709124633598885,-0.1100000000000001,-0.006100000000000216,-0.10389999999999988,1.7512221417806508,2.2298336305978625,0.19,0.21439109261896747
4,P05_08,sub-7,200,0.8200000000000001,0.79,0.8165,0.024393078826561797,0.013869338735473377,0.01052374009108842,-0.030000000000000027,-0.0035000000000000586,-0.026499999999999968,0.24419100163905152,0.26620250541714646,0.06,0.03279999138979882
4,P05_08,sub-12,200,0.73,0.73,0.73295,0.01192620556955462,0.015718470915603307,-0.0037922653460486875,0.0,0.002950000000000008,-0.002950000000000008,0.23744164036346962,0.2638691726629735,0.06,0.03886632624577607
4,P05_08,sub-14,200,0.575,0.565,0.55385,-0.004117259077070726,0.0037596732604940598,-0.007876932337564787,-0.010000000000000009,-0.021150000000000002,0.011149999999999993,0.1606300838902427,0.1968927367639042,0.19,0.04448840585023598
4,P05_08,sub-17,200,0.81,0.8,0.795,0.015579838996440562,0.017367617150899822,-0.00178777815445926,-0.010000000000000009,-0.015000000000000013,0.0050000000000000044,0.25188645181748365,0.27601685194067294,0.07,0.03427199379515525
4,P05_08,sub-32,200,0.61,0.595,0.58965,-0.005462721691212682,-0.0009465300915219734,-0.004516191599690709,-0.015000000000000013,-0.02034999999999998,0.005349999999999966,0.19004570062647702,0.21922377564246515,0.135,0.04219215455730616
4,P05_08,sub-47,200,0.935,0.925,0.9131999999999999,0.02418104035088735,0.028050265134365163,-0.0038692247834778114,-0.010000000000000009,-0.021800000000000153,0.011800000000000144,0.26639691932366466,0.29813458964571643,0.02,0.03871720885759999
4,P05_08,sub-48,200,0.78,0.77,0.7615999999999999,0.01722146571276829,0.010262538977588307,0.0069589267351799836,-0.010000000000000009,-0.018400000000000083,0.008400000000000074,0.2889872965247074,0.3165493888917063,0.07,0.03628295933857954
4,P05_08,sub-50,200,0.935,0.94,0.9351999999999999,0.01814994770490984,0.01742199639099618,0.0007279513139136599,0.004999999999999893,0.00019999999999986695,0.0048000000000000265,0.3668198752078874,0.4237838605148424,0.025,0.02341369413352875
4,P09_16,sub-7,200,0.8200000000000001,0.815,0.8192000000000002,0.005131460350052808,0.010448030168411514,-0.0053165698183587065,-0.0050000000000001155,-0.0007999999999999119,-0.004200000000000204,0.08753371567473817,0.09628833383873953,0.015,0.01048648804566723
4,P09_16,sub-12,200,0.73,0.745,0.7342,0.004861152681252533,0.008059009605284148,-0.003197856924031615,0.015000000000000013,0.0041999999999999815,0.010800000000000032,0.07508751652500827,0.07751687456490883,0.015,0.009440363675220735
4,P09_16,sub-14,200,0.575,0.565,0.57715,0.0003751567731997002,-0.00337657998777221,0.0037517367609719104,-0.010000000000000009,0.0021500000000000963,-0.012150000000000105,0.041043216300534424,0.043407508889371546,0.01,0.009428649100264466
4,P09_16,sub-17,200,0.81,0.8049999999999999,0.7980999999999999,0.005237372886127631,0.012756896338796685,-0.007519523452669054,-0.0050000000000001155,-0.011900000000000133,0.006900000000000017,0.09362056299957668,0.10221314010699706,0.015,0.011047287581809334
4,P09_16,sub-32,200,0.61,0.595,0.5990000000000001,-0.008776887110737376,-0.006138531100495729,-0.0026383560102416475,-0.015000000000000013,-0.010999999999999899,-0.004000000000000115,0.0527609876658053,0.052454752518081696,0.045,0.009214144928090726
4,P09_16,sub-47,200,0.935,0.92,0.92305,0.010365235051395383,0.019512504116559914,-0.009147269065164531,-0.015000000000000013,-0.011950000000000016,-0.003049999999999997,0.0743014705531613,0.08227971322210599,0.015,0.009823390846440683
4,P09_16,sub-48,200,0.78,0.78,0.7736500000000001,0.004666496300904352,0.006725062179402297,-0.0020585658784979454,0.0,-0.006349999999999967,0.006349999999999967,0.09844015244225274,0.10838523247307869,0.02,0.0114145315211592
4,P09_16,sub-50,200,0.935,0.9299999999999999,0.9360000000000003,0.0030045678234771715,0.01231436002928533,-0.009309792205808158,-0.0050000000000001155,0.001000000000000223,-0.006000000000000338,0.10932475965903798,0.1286040168048023,0.005,0.005399422962678403
4,P17_32,sub-7,200,0.8200000000000001,0.79,0.7499999999999999,0.04800268723127175,0.11793289834299703,-0.06993021111172529,-0.030000000000000027,-0.07000000000000017,0.04000000000000015,0.9239963585559423,1.245332140314346,0.28,0.1913009420098711
4,P17_32,sub-12,200,0.73,0.65,0.67385,0.15841002961364692,0.10699249189763796,0.05141753771600896,-0.07999999999999996,-0.05615000000000003,-0.023849999999999927,0.8614316026967356,1.1719034935474983,0.31,0.20674997945090992
4,P17_32,sub-14,200,0.575,0.51,0.5168,0.19331273016087613,0.03833579245230064,0.15497693770857549,-0.06499999999999995,-0.05819999999999992,-0.006800000000000028,0.916626895180979,1.2866254404039,0.335,0.2631583247144354
4,P17_32,sub-17,200,0.81,0.76,0.7523000000000001,0.1018041176384622,0.1073510796115797,-0.005546961973117506,-0.050000000000000044,-0.057699999999999974,0.007699999999999929,0.7647961982987359,0.9892883865936187,0.18,0.15919526231867262
4,P17_32,sub-32,200,0.61,0.5599999999999999,0.55505,0.15126761625957108,0.03348264057023613,0.11778497568933495,-0.050000000000000044,-0.05494999999999994,0.004949999999999899,0.9133780222144796,1.2703617323004548,0.35,0.24073676892404072
4,P17_32,sub-47,200,0.935,0.755,0.79155,0.15994630605594023,0.18937229864911884,-0.0294259925931786,-0.18000000000000005,-0.14345000000000008,-0.03654999999999997,0.8256913681288093,1.0996211216028304,0.24,0.17619320690724138
4,P17_32,sub-48,200,0.78,0.73,0.7208,0.08180736122970103,0.09390888812808586,-0.012101526898384826,-0.050000000000000044,-0.05920000000000003,0.009199999999999986,0.8009325081125132,1.0480247362632977,0.25,0.16832571234706833
4,P17_32,sub-50,200,0.935,0.915,0.9063,0.07279258229867622,0.12172260392609055,-0.04893002162741433,-0.020000000000000018,-0.02870000000000006,0.008700000000000041,0.8066727506883303,1.0222687295968453,0.07,0.09703865138693389
