benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_LAST_LAYER,2,8,0.778125,False,0.0006249999999999728
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_LAST_LAYER,3,8,0.7966674558080807,False,0.004341856060606025
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_LAST_LAYER,4,8,0.773125,False,-0.010625000000000037
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_SHRINKAGE_LDA,0,9,0.815,False,-0.012222222222222233
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_SHRINKAGE_LDA,1,8,0.77875,False,-0.02250000000000002
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_SHRINKAGE_LDA,2,8,0.7775,False,-1.3877787807814457e-17
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_SHRINKAGE_LDA,3,8,0.7922995580808081,False,-2.6041666666698493e-05
WBCIC_S1S2_to_S3_authorized_development,B_SUBJECT_SHRINKAGE_LDA,4,8,0.7737499999999999,False,-0.009999999999999995
WBCIC_S1S2_to_S3_authorized_development,B_SUPERVISED_COSINE_PROTO,0,9,0.8077777777777777,False,-0.019444444444444448
WBCIC_S1S2_to_S3_authorized_development,B_SUPERVISED_COSINE_PROTO,1,8,0.7775000000000001,False,-0.02375000000000002
WBCIC_S1S2_to_S3_authorized_development,B_SUPERVISED_COSINE_PROTO,2,8,0.77875,False,0.0012499999999999734
WBCIC_S1S2_to_S3_authorized_development,B_SUPERVISED_COSINE_PROTO,3,8,0.7910621843434343,False,-0.00126341540404043
WBCIC_S1S2_to_S3_authorized_development,B_SUPERVISED_COSINE_PROTO,4,8,0.775625,False,-0.008125000000000021
