benchmark,method_id,outer_fold,subjects,mean_subject_BA,OUTER_TEST_USED,Delta_BA
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__LARGE_MI_GENERIC_HISTORY_HEAD,1,8,0.80875,False,-0.0024999999999999745
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__LARGE_MI_GENERIC_HISTORY_HEAD,2,8,0.8156249999999999,False,0.012499999999999983
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__LARGE_MI_GENERIC_HISTORY_HEAD,3,8,0.8104955808080808,False,-0.010637626262626286
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__LARGE_MI_GENERIC_HISTORY_HEAD,4,8,0.80625,False,0.0018749999999999878
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,0,9,0.8466666666666666,False,0.0011111111111110628
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,1,8,0.8125,False,0.0012500000000000289
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,2,8,0.813125,False,0.010000000000000009
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,3,8,0.8060424558080808,False,-0.015090751262626288
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_BLEND__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,4,8,0.8075,False,0.003124999999999989
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,0,9,0.8372222222222222,False,-0.008333333333333366
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,1,8,0.80875,False,-0.0024999999999999745
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,2,8,0.816875,False,0.013749999999999984
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,3,8,0.8092455808080807,False,-0.011887626262626287
WBCIC_S1S2_to_S3_authorized_development,V5_UNCERTAINTY_GATE_010__PERSIST_LARGE_MI_SELECTIVE_HISTORY_HEAD,4,8,0.80625,False,0.0018749999999999878
