benchmark,outer_fold,dimension,protected_importance,random_control_importance,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,2,0,1.0,1.0,False
WBCIC_S1S2_to_S3_authorized_development,2,1,0.15632754342431762,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,2,0.2555831265508685,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,3,0.007444168734491377,0.2059553349875931,False
WBCIC_S1S2_to_S3_authorized_development,2,4,0.10669975186104223,0.6526054590570719,False
WBCIC_S1S2_to_S3_authorized_development,2,5,0.8014888337468983,0.05707196029776677,False
WBCIC_S1S2_to_S3_authorized_development,2,6,0.7518610421836229,0.8014888337468983,False
WBCIC_S1S2_to_S3_authorized_development,2,7,0.40446650124069483,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,8,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,9,0.6526054590570719,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,10,0.5533498759305212,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,11,0.0,0.7022332506203474,False
WBCIC_S1S2_to_S3_authorized_development,2,12,0.30521091811414386,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,13,0.05707196029776677,0.10669975186104223,False
WBCIC_S1S2_to_S3_authorized_development,2,14,0.0,0.45409429280397023,False
WBCIC_S1S2_to_S3_authorized_development,2,15,0.0,0.15632754342431762,False
WBCIC_S1S2_to_S3_authorized_development,2,16,0.0,0.5037220843672456,False
WBCIC_S1S2_to_S3_authorized_development,2,17,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,18,0.0,0.35483870967741943,False
WBCIC_S1S2_to_S3_authorized_development,2,19,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,20,0.6029776674937966,0.5533498759305212,False
WBCIC_S1S2_to_S3_authorized_development,2,21,0.9503722084367247,0.6029776674937966,False
WBCIC_S1S2_to_S3_authorized_development,2,22,0.45409429280397023,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,23,0.0,0.40446650124069483,False
WBCIC_S1S2_to_S3_authorized_development,2,24,0.7022332506203474,0.9007444168734491,False
WBCIC_S1S2_to_S3_authorized_development,2,25,0.2059553349875931,0.0,False
WBCIC_S1S2_to_S3_authorized_development,2,26,0.5037220843672456,0.30521091811414386,False
WBCIC_S1S2_to_S3_authorized_development,2,27,0.35483870967741943,0.7518610421836229,False
WBCIC_S1S2_to_S3_authorized_development,2,28,0.0,0.007444168734491377,False
WBCIC_S1S2_to_S3_authorized_development,2,29,0.9007444168734491,0.8511166253101736,False
WBCIC_S1S2_to_S3_authorized_development,2,30,0.8511166253101736,0.9503722084367247,False
WBCIC_S1S2_to_S3_authorized_development,2,31,0.0,0.2555831265508685,False
WBCIC_S1S2_to_S3_authorized_development,3,0,0.10669975186104223,0.05707196029776677,False
WBCIC_S1S2_to_S3_authorized_development,3,1,0.6029776674937966,0.7518610421836229,False
WBCIC_S1S2_to_S3_authorized_development,3,2,0.8014888337468983,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,3,0.7518610421836229,0.6526054590570719,False
WBCIC_S1S2_to_S3_authorized_development,3,4,0.45409429280397023,0.45409429280397023,False
WBCIC_S1S2_to_S3_authorized_development,3,5,0.0,0.30521091811414386,False
WBCIC_S1S2_to_S3_authorized_development,3,6,0.0,0.5533498759305212,False
WBCIC_S1S2_to_S3_authorized_development,3,7,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,8,0.0,0.5037220843672456,False
WBCIC_S1S2_to_S3_authorized_development,3,9,0.0,0.10669975186104223,False
WBCIC_S1S2_to_S3_authorized_development,3,10,0.5037220843672456,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,11,0.9007444168734491,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,12,0.6526054590570719,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,13,0.0,1.0,False
WBCIC_S1S2_to_S3_authorized_development,3,14,0.05707196029776677,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,15,1.0,0.2555831265508685,False
WBCIC_S1S2_to_S3_authorized_development,3,16,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,17,0.15632754342431762,0.9007444168734491,False
WBCIC_S1S2_to_S3_authorized_development,3,18,0.2555831265508685,0.8014888337468983,False
WBCIC_S1S2_to_S3_authorized_development,3,19,0.0,0.40446650124069483,False
WBCIC_S1S2_to_S3_authorized_development,3,20,0.2059553349875931,0.9503722084367247,False
WBCIC_S1S2_to_S3_authorized_development,3,21,0.007444168734491377,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,22,0.0,0.2059553349875931,False
WBCIC_S1S2_to_S3_authorized_development,3,23,0.35483870967741943,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,24,0.7022332506203474,0.35483870967741943,False
WBCIC_S1S2_to_S3_authorized_development,3,25,0.8511166253101736,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,26,0.40446650124069483,0.6029776674937966,False
WBCIC_S1S2_to_S3_authorized_development,3,27,0.30521091811414386,0.0,False
WBCIC_S1S2_to_S3_authorized_development,3,28,0.9503722084367247,0.8511166253101736,False
WBCIC_S1S2_to_S3_authorized_development,3,29,0.0,0.15632754342431762,False
WBCIC_S1S2_to_S3_authorized_development,3,30,0.5533498759305212,0.7022332506203474,False
WBCIC_S1S2_to_S3_authorized_development,3,31,0.0,0.007444168734491377,False
WBCIC_S1S2_to_S3_authorized_development,4,0,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,1,1.0,0.9007444168734491,False
WBCIC_S1S2_to_S3_authorized_development,4,2,0.15632754342431762,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,3,0.5037220843672456,0.8014888337468983,False
WBCIC_S1S2_to_S3_authorized_development,4,4,0.7518610421836229,0.8511166253101736,False
WBCIC_S1S2_to_S3_authorized_development,4,5,0.9503722084367247,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,6,0.30521091811414386,0.35483870967741943,False
WBCIC_S1S2_to_S3_authorized_development,4,7,0.0,0.45409429280397023,False
WBCIC_S1S2_to_S3_authorized_development,4,8,0.05707196029776677,0.2555831265508685,False
WBCIC_S1S2_to_S3_authorized_development,4,9,0.35483870967741943,0.2059553349875931,False
WBCIC_S1S2_to_S3_authorized_development,4,10,0.5533498759305212,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,11,0.8014888337468983,0.6029776674937966,False
WBCIC_S1S2_to_S3_authorized_development,4,12,0.8511166253101736,0.9503722084367247,False
WBCIC_S1S2_to_S3_authorized_development,4,13,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,14,0.0,0.30521091811414386,False
WBCIC_S1S2_to_S3_authorized_development,4,15,0.40446650124069483,1.0,False
WBCIC_S1S2_to_S3_authorized_development,4,16,0.6526054590570719,0.5037220843672456,False
WBCIC_S1S2_to_S3_authorized_development,4,17,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,18,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,19,0.0,0.6526054590570719,False
WBCIC_S1S2_to_S3_authorized_development,4,20,0.0,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,21,0.7022332506203474,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,22,0.45409429280397023,0.7022332506203474,False
WBCIC_S1S2_to_S3_authorized_development,4,23,0.10669975186104223,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,24,0.6029776674937966,0.0,False
WBCIC_S1S2_to_S3_authorized_development,4,25,0.0,0.05707196029776677,False
WBCIC_S1S2_to_S3_authorized_development,4,26,0.2059553349875931,0.5533498759305212,False
WBCIC_S1S2_to_S3_authorized_development,4,27,0.0,0.007444168734491377,False
WBCIC_S1S2_to_S3_authorized_development,4,28,0.9007444168734491,0.10669975186104223,False
WBCIC_S1S2_to_S3_authorized_development,4,29,0.2555831265508685,0.15632754342431762,False
WBCIC_S1S2_to_S3_authorized_development,4,30,0.007444168734491377,0.40446650124069483,False
WBCIC_S1S2_to_S3_authorized_development,4,31,0.0,0.7518610421836229,False
