benchmark,outer_fold,method_id,configuration,protection,strength,mean_outcome_parameter_change,target_future_labels_used_for_fit,OUTER_TEST_USED,order,discovery_BA,discovery_NLL,mean_parameter_change
OpenBMI_MI_S1_to_S2,0,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,11.0,0.7755555555555556,0.46322770416736603,0.0021820881326372423
OpenBMI_MI_S1_to_S2,0,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",,,,False,False,12.0,0.7844444444444445,0.45169906152619255,0.006261701592140728
OpenBMI_MI_S1_to_S2,0,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,13.0,0.7644444444444445,0.4579985977874862,0.00470630459797879
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",uniform,0.1,,False,False,,0.7877777777777777,0.460966772503323,0.0064338406340943444
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",uniform,1.0,,False,False,,0.7866666666666666,0.4484998650021023,0.00628034087518851
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",uniform,10.0,,False,False,,0.7877777777777778,0.4418821434179942,0.006264944716046254
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",uniform,100.0,,False,False,,0.7833333333333333,0.44797739055421615,0.0063843756086296504
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",uniform,1000.0,,False,False,,0.7888888888888889,0.45386555128627354,0.006056089833792713
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",random_fisher,0.1,,False,False,,0.79,0.4477534261014726,0.006284715349061621
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",random_fisher,1.0,,False,False,,0.7711111111111111,0.4485974253879653,0.0061587271177106434
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",random_fisher,10.0,,False,False,,0.7888888888888889,0.44797943035761517,0.006276542165627082
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",random_fisher,100.0,,False,False,,0.7866666666666666,0.45203761673635906,0.006399048026651144
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",random_fisher,1000.0,,False,False,,0.7911111111111112,0.44664422505431706,0.006268380365024011
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",fisher,0.1,,False,False,,0.7833333333333333,0.4505116542180379,0.0063213033394681085
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",fisher,1.0,,False,False,,0.7866666666666666,0.45156874259312946,0.006188387206445138
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",fisher,10.0,,False,False,,0.7833333333333333,0.45579062071111465,0.006314064893457625
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",fisher,100.0,,False,False,,0.7866666666666666,0.46092412455214393,0.006151349335494969
OpenBMI_MI_S1_to_S2,0,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",fisher,1000.0,,False,False,,0.7888888888888889,0.44800032509697807,0.006492318326814307
OpenBMI_MI_S1_to_S2,1,FT_FROZEN_EEGNET,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",none,0.0,0.0,False,False,,,,
OpenBMI_MI_S1_to_S2,1,FT_GENERIC_SELECTED,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",none,0.0,0.002550961132245985,False,False,,,,
OpenBMI_MI_S1_to_S2,1,FT_UNIFORM_L2_CONTROL,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,10.0,0.0025511882479556584,False,False,,,,
OpenBMI_MI_S1_to_S2,1,FT_RANDOM_FISHER_CONTROL,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,10.0,0.00249074252364649,False,False,,,,
OpenBMI_MI_S1_to_S2,1,PERSIST_SA_FISHER_PROTECTED,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1000.0,0.002641920497725633,False,False,,,,
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",,,,False,False,0.0,0.6977777777777778,0.6714371045430502,0.0
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 1, ""lr"": 0.0, ""strategy"": ""adabn""}",,,,False,False,1.0,0.7100000000000001,0.6465200384457906,0.0
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.001, ""strategy"": ""head""}",,,,False,False,2.0,0.7255555555555556,0.530046763519446,0.22021880249182382
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 30, ""lr"": 0.0003, ""strategy"": ""head""}",,,,False,False,3.0,0.73,0.5369450093971359,0.1806502491235733
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,4.0,0.7255555555555556,0.5880527645349503,0.006633403400580089
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0003, ""strategy"": ""tail""}",,,,False,False,5.0,0.7277777777777779,0.5574386401308907,0.014647649601101875
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,6.0,0.7188888888888889,0.5658484192358123,0.015528431369198693
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,7.0,0.7344444444444443,0.5841838518778483,0.002358070768726369
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",,,,False,False,8.0,0.7255555555555555,0.5736827784114413,0.006555842442644967
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,9.0,0.7244444444444444,0.5735418399175009,0.005532764726214939
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 1e-05, ""strategy"": ""full""}",,,,False,False,10.0,0.7333333333333333,0.5863333327902688,0.0008590511731906898
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,11.0,0.7277777777777777,0.5809744778606627,0.002398266068970164
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",,,,False,False,12.0,0.7233333333333333,0.5784835600190692,0.006355716070781152
OpenBMI_MI_S1_to_S2,1,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,13.0,0.7222222222222222,0.5802799546056323,0.0054094803312586415
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,0.1,,False,False,,0.7377777777777779,0.579629745748308,0.002473255697016915
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,1.0,,False,False,,0.7355555555555555,0.5861594105760256,0.0024479871046625907
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,10.0,,False,False,,0.7422222222222222,0.5733465171522565,0.002498267477171289
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,100.0,,False,False,,0.7333333333333333,0.592357349064615,0.002542211441323161
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,1000.0,,False,False,,0.7266666666666667,0.5838291852010621,0.0025437804870307446
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,0.1,,False,False,,0.7333333333333333,0.5823223094145457,0.0025683121703979042
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,1.0,,False,False,,0.7344444444444443,0.5699587166309357,0.002560126504653858
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,10.0,,False,False,,0.7422222222222222,0.5719853474034203,0.002597585656783647
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,100.0,,False,False,,0.7355555555555555,0.5721714753243659,0.002557270513433549
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,1000.0,,False,False,,0.7422222222222222,0.5754014874498049,0.0024014793258781233
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,0.1,,False,False,,0.7366666666666667,0.5865977737638686,0.002443089279242688
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1.0,,False,False,,0.7311111111111112,0.5805408731102943,0.0024765102425590158
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,10.0,,False,False,,0.7355555555555555,0.5714752409193251,0.002478120279394918
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,100.0,,False,False,,0.7366666666666667,0.5861414869626363,0.0023890805249619815
OpenBMI_MI_S1_to_S2,1,PROTECTION_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1000.0,,False,False,,0.7366666666666668,0.5726418122649193,0.002518126741051674
OpenBMI_MI_S1_to_S2,2,FT_FROZEN_EEGNET,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",none,0.0,0.0,False,False,,,,
OpenBMI_MI_S1_to_S2,2,FT_GENERIC_SELECTED,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",none,0.0,0.005179132779382847,False,False,,,,
OpenBMI_MI_S1_to_S2,2,FT_UNIFORM_L2_CONTROL,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,0.1,0.0051530709659511394,False,False,,,,
OpenBMI_MI_S1_to_S2,2,FT_RANDOM_FISHER_CONTROL,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,1.0,0.005166858477009969,False,False,,,,
OpenBMI_MI_S1_to_S2,2,PERSIST_SA_FISHER_PROTECTED,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1.0,0.005179665855724703,False,False,,,,
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",,,,False,False,0.0,0.7444444444444445,0.5146399173471663,0.0
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 1, ""lr"": 0.0, ""strategy"": ""adabn""}",,,,False,False,1.0,0.7533333333333334,0.5120560940768983,0.0
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.001, ""strategy"": ""head""}",,,,False,False,2.0,0.7622222222222221,0.523316784037484,0.19701862500773537
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 30, ""lr"": 0.0003, ""strategy"": ""head""}",,,,False,False,3.0,0.7666666666666667,0.5112450106276406,0.1538771109448539
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,4.0,0.7611111111111112,0.5138647556304932,0.004168909845045871
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0003, ""strategy"": ""tail""}",,,,False,False,5.0,0.7711111111111111,0.5056275775035223,0.01036211982783344
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,6.0,0.7666666666666666,0.5016187545326021,0.010402294755395915
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,7.0,0.7622222222222221,0.5137397448221842,0.0018747152967585458
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",,,,False,False,8.0,0.7677777777777778,0.49313294556405807,0.005678242641604609
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,9.0,0.7755555555555556,0.5097123069895638,0.004403918153709835
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 1e-05, ""strategy"": ""full""}",,,,False,False,10.0,0.7611111111111111,0.5131391601430045,0.0006745938185809387
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,11.0,0.7688888888888888,0.5015794452693727,0.0019724167003813717
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""full""}",,,,False,False,12.0,0.7666666666666667,0.4988501916329066,0.006040786858648062
OpenBMI_MI_S1_to_S2,2,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",,,,False,False,13.0,0.7744444444444444,0.5039545893669128,0.004488722136658099
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,0.1,,False,False,,0.7822222222222223,0.5032511105140051,0.0044225268842031555
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,1.0,,False,False,,0.7822222222222223,0.5095216383536657,0.0044230066188093685
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,10.0,,False,False,,0.7733333333333333,0.4943454878197776,0.004377817243544592
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,100.0,,False,False,,0.7799999999999999,0.4992036504877938,0.004389298303673665
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",uniform,1000.0,,False,False,,0.7722222222222223,0.5054905066887537,0.004160189406118459
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,0.1,,False,False,,0.778888888888889,0.5015856325626373,0.004412308257694046
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,1.0,,False,False,,0.7811111111111111,0.5039348536067538,0.004361704767992099
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,10.0,,False,False,,0.7777777777777778,0.5060101747512817,0.004448574708981646
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,100.0,,False,False,,0.7755555555555556,0.5034989582167732,0.004364490146852202
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",random_fisher,1000.0,,False,False,,0.7733333333333332,0.5041216843658023,0.004281521179816789
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,0.1,,False,False,,0.7711111111111111,0.502776594625579,0.0044729579240083694
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1.0,,False,False,,0.7844444444444445,0.5004510813289218,0.004424991939837734
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,10.0,,False,False,,0.7822222222222223,0.49481213589509326,0.0043264224918352235
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,100.0,,False,False,,0.7777777777777778,0.49842668573061627,0.0044568895310577415
OpenBMI_MI_S1_to_S2,2,PROTECTION_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",fisher,1000.0,,False,False,,0.7755555555555556,0.5063811226023568,0.0043267036219024
OpenBMI_MI_S1_to_S2,3,FT_FROZEN_EEGNET,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",none,0.0,0.0,False,False,,,,
OpenBMI_MI_S1_to_S2,3,FT_GENERIC_SELECTED,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",none,0.0,0.00472291709262539,False,False,,,,
OpenBMI_MI_S1_to_S2,3,FT_UNIFORM_L2_CONTROL,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",uniform,1.0,0.004744762343100526,False,False,,,,
OpenBMI_MI_S1_to_S2,3,FT_RANDOM_FISHER_CONTROL,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",random_fisher,1.0,0.004758632043376565,False,False,,,,
OpenBMI_MI_S1_to_S2,3,PERSIST_SA_FISHER_PROTECTED,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""full""}",fisher,1.0,0.00479824896055189,False,False,,,,
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 0, ""lr"": 0.0, ""strategy"": ""frozen""}",,,,False,False,0.0,0.81,0.4287433044777976,0.0
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 1, ""lr"": 0.0, ""strategy"": ""adabn""}",,,,False,False,1.0,0.8155555555555556,0.4192369596825706,0.0
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.001, ""strategy"": ""head""}",,,,False,False,2.0,0.8088888888888889,0.4188018325302336,0.22457890543672773
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 30, ""lr"": 0.0003, ""strategy"": ""head""}",,,,False,False,3.0,0.8055555555555556,0.428866532113817,0.17577623493141598
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,4.0,0.8144444444444444,0.4285360525051753,0.004836913948464725
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0003, ""strategy"": ""tail""}",,,,False,False,5.0,0.8044444444444444,0.4262160344256295,0.013947923253807757
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 0.0001, ""strategy"": ""tail""}",,,,False,False,6.0,0.8133333333333334,0.41632692515850067,0.012783777486119006
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,7.0,0.8133333333333334,0.42495975726180607,0.001952076977532771
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": false, ""epochs"": 10, ""lr"": 0.0001, ""strategy"": ""spatial_tail""}",,,,False,False,8.0,0.8177777777777777,0.4064324564403958,0.006218077563163307
OpenBMI_MI_S1_to_S2,3,GENERIC_CANDIDATE,"{""augment"": true, ""epochs"": 30, ""lr"": 3e-05, ""strategy"": ""spatial_tail""}",,,,False,False,9.0,0.8233333333333334,0.40505903793705833,0.004850833236964213
