task,contrast,comparator_variant,metric,difference,CI95_low,CI95_high,bootstrap_draws,unit,selected_best_random_draw,label
OpenBMI_ERP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,macro_F1,0.005838756794457897,0.002842797664925456,0.008564730174839497,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_4,macro_F1,0.005526686742417376,0.0024970874655991793,0.008183225058019161,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,POSITIVE_ONLY - BASELINE,BASELINE,macro_F1,0.006008901966749961,0.003054842120036483,0.008778618648648262,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - BASELINE,BASELINE,worst_session_BA,-0.0031382918678249144,-0.006319873966276646,-0.0002597402490209788,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,worst_session_BA,0.0,0.0,0.0,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,worst_session_BA,8.663259118078605e-05,-0.0014933489728718996,0.001406926428899169,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,worst_session_BA,-0.0031729212772269194,-0.006289332639425993,-0.0004069264105055481,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_4,worst_session_BA,-0.003311452040985089,-0.006276583764702082,-0.000606060610152781,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,POSITIVE_ONLY - BASELINE,BASELINE,worst_session_BA,-0.0031382918678249144,-0.006319643463939428,-0.0002380952355451882,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - BASELINE,BASELINE,NLL,-0.011735300400427409,-0.01429933961480856,-0.009337272495031357,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,NLL,2.0001083612442017e-05,4.262703441781923e-06,3.701739478856325e-05,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,NLL,-0.0027855208941868375,-0.003431572113186121,-0.0022230318281799555,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,NLL,-0.01144235357642174,-0.013956310227513313,-0.009090770035982132,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_4,NLL,-0.011403115732329232,-0.013901478610932827,-0.009003043174743652,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,POSITIVE_ONLY - BASELINE,BASELINE,NLL,-0.01175530148403985,-0.014330288395285606,-0.009370764717459679,20000,biological subject,RANDOM_BASIS_4,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BASELINE,BASELINE,BA,0.004285714285714282,-0.0007142857066355646,0.010714286006987095,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,BA,0.0,0.0,0.0,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,BA,0.0035714285714285665,-0.0014285714132711291,0.009999999776482582,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,BA,0.004285714285714266,-0.0007142857066355646,0.010714286006987095,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_0,BA,0.004285714285714282,-0.0007142857066355646,0.010714286006987095,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,POSITIVE_ONLY - BASELINE,BASELINE,BA,0.004285714285714282,-0.0007142857066355646,0.010714286006987095,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BASELINE,BASELINE,macro_F1,0.004189880923222787,-0.000701709243003279,0.010511478409171104,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,macro_F1,0.0,0.0,0.0,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,macro_F1,0.0034753093803199164,-0.000748210761230439,0.009799999184906483,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,macro_F1,0.004189880923222803,-0.000701709243003279,0.010511478409171104,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_0,macro_F1,0.004189880923222787,-0.000696323812007904,0.010507172904908657,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,POSITIVE_ONLY - BASELINE,BASELINE,macro_F1,0.004189880923222787,-0.0007005659281276166,0.010508209466934204,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BASELINE,BASELINE,worst_session_BA,0.004285714285714282,-0.0014285714132711291,0.011428571306169033,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,worst_session_BA,0.0,0.0,0.0,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,worst_session_BA,0.004999999999999997,-0.002142857061699033,0.013571428135037422,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,worst_session_BA,0.004285714285714274,-0.0014285714132711291,0.011428571306169033,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_0,worst_session_BA,0.004285714285714282,-0.0014285714132711291,0.011428571306169033,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,POSITIVE_ONLY - BASELINE,BASELINE,worst_session_BA,0.004285714285714282,-0.0014285714132711291,0.011428571306169033,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BASELINE,BASELINE,NLL,0.0038127071415406783,-0.0023178209085017443,0.01122036948800087,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,NLL,0.0,0.0,0.0,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,NLL,0.0036636737225178096,-0.002334804506972432,0.011526795104146004,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,NLL,0.0037865099547031724,-0.002339689526706934,0.011134913191199303,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_0,NLL,0.0037365302996477112,-0.002496162662282586,0.010943285189568996,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,POSITIVE_ONLY - BASELINE,BASELINE,NLL,0.0038127071415406783,-0.002399560296908021,0.011033357121050358,20000,biological subject,RANDOM_BASIS_0,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BASELINE,BASELINE,BA,0.0,-0.003000000026077032,0.0024999999441206455,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,BA,0.0005000000000000004,0.0,0.001500000013038516,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,BA,0.0005000000000000004,-0.001500000013038516,0.0024999999441206455,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,BA,-0.00019999999999998353,-0.003599999938160181,0.0024999999441206455,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_3,BA,-0.0005000000000000004,-0.0044999998062849045,0.0024999999441206455,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,POSITIVE_ONLY - BASELINE,BASELINE,BA,-0.0005000000000000004,-0.0035000001080334187,0.0024999999441206455,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BASELINE,BASELINE,macro_F1,0.0007156569201471341,-0.002552715130150318,0.0035497331991791725,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,macro_F1,0.0005339919980615337,0.0,0.0016019759932532907,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,macro_F1,0.00127514021932007,-0.0011850276496261358,0.0034944689832627773,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,macro_F1,0.0004722248778525562,-0.0032678700517863035,0.0035060327500104904,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_3,macro_F1,0.00010707681441065597,-0.004334965255111456,0.003534529358148575,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,POSITIVE_ONLY - BASELINE,BASELINE,macro_F1,0.00018166492208560037,-0.003158080857247114,0.003382361028343439,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BASELINE,BASELINE,worst_session_BA,-0.003500000000000003,-0.008500000461935997,0.001500000013038516,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,worst_session_BA,-0.0005000000000000004,-0.001500000013038516,0.0,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,worst_session_BA,-0.0025000000000000022,-0.007499999832361937,0.0020000000949949026,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,worst_session_BA,-0.0035999999999999977,-0.008899999782443047,0.00139999995008111,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_3,worst_session_BA,-0.0040000000000000036,-0.009499999694526196,0.0010000000474974513,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,POSITIVE_ONLY - BASELINE,BASELINE,worst_session_BA,-0.0030000000000000027,-0.00800000037997961,0.001500000013038516,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BASELINE,BASELINE,NLL,-0.0004257082939147949,-0.0007362705655395985,-9.67630694503896e-05,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - POSITIVE_ONLY,PCA_POSITIVE_ONLY_ROUTING,NLL,-0.00010995268821716309,-0.00017801523790694773,-4.580021050060168e-05,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - SHUFFLED,SHUFFLED_UTILITY_ROUTING,NLL,-0.00046973228454589845,-0.0007622548728249967,-0.00017195298278238624,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - RANDOM_MEAN,RANDOM_MEAN,NLL,-0.00042719721794128864,-0.0007395230350084603,-9.88519168458879e-05,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,UGCR_V3 - BEST_RANDOM,RANDOM_BASIS_3,NLL,-0.00042697787284851074,-0.0007345934282056987,-9.003981540445238e-05,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,POSITIVE_ONLY - BASELINE,BASELINE,NLL,-0.00031575560569763184,-0.0005990420468151569,-1.4579296475858428e-05,20000,biological subject,RANDOM_BASIS_3,POST_HELDOUT_DEVELOPMENT_EVALUATION
