task,session,variant,subjects,BA,macro_F1,NLL,label
OpenBMI_ERP,S2,PCA_POSITIVE_ONLY_ROUTING,14,0.8624458874458875,0.8300095637841659,0.2563104810459273,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,SHUFFLED_UTILITY_ROUTING,14,0.8616666666666666,0.8277814055477476,0.2591160030237266,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,PCA_SIGNED_UTILITY_ROUTING,14,0.8624242424242424,0.8299563208832806,0.25633048212953974,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,RANDOM_BASIS_0,14,0.864220779220779,0.8239092177166623,0.2678146293120725,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,RANDOM_BASIS_1,14,0.8642857142857141,0.8240668713724294,0.2677430622279644,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,RANDOM_BASIS_2,14,0.8646320346320344,0.8242850814487758,0.26778849746499744,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,RANDOM_BASIS_3,14,0.8642857142857142,0.8238970157653827,0.2677843916629042,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,S2,RANDOM_BASIS_4,14,0.8648484848484846,0.8244296341408633,0.267733597861869,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,BASELINE,14,0.9492857142857144,0.9487573255728124,0.16587236076260783,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,PCA_POSITIVE_ONLY_ROUTING,14,0.952857142857143,0.9525192265529074,0.1598598116127375,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,SHUFFLED_UTILITY_ROUTING,14,0.9485714285714286,0.9480295305803887,0.16548571289916122,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,PCA_SIGNED_UTILITY_ROUTING,14,0.952857142857143,0.9525192265529074,0.1598598116127375,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,RANDOM_BASIS_0,14,0.9492857142857144,0.9487573255728124,0.16584786686248013,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,RANDOM_BASIS_1,14,0.9492857142857144,0.9487573255728124,0.16593811873878753,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,RANDOM_BASIS_2,14,0.9492857142857144,0.9487573255728124,0.16590133678567195,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,RANDOM_BASIS_3,14,0.9492857142857144,0.9487573255728124,0.16587392081107413,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S1,RANDOM_BASIS_4,14,0.9492857142857144,0.9487573255728124,0.16590901663792984,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,BASELINE,14,0.92,0.9189599493200944,0.3042569781287706,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,PCA_POSITIVE_ONLY_ROUTING,14,0.9242857142857143,0.9231498302433171,0.3080696852703113,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,SHUFFLED_UTILITY_ROUTING,14,0.9207142857142857,0.9196745208629972,0.3044060115477935,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,PCA_SIGNED_UTILITY_ROUTING,14,0.9242857142857143,0.9231498302433171,0.3080696852703113,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,RANDOM_BASIS_0,14,0.92,0.9189599493200944,0.3043331549706636,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,RANDOM_BASIS_1,14,0.92,0.9189599493200944,0.3042872855356628,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,RANDOM_BASIS_2,14,0.92,0.9189599493200944,0.30430367763827754,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,RANDOM_BASIS_3,14,0.92,0.9189599493200944,0.30420380188817425,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,S2,RANDOM_BASIS_4,14,0.92,0.9189599493200944,0.3042879565452625,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,BASELINE,10,0.778,0.7597819784978013,0.5863003760576249,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,PCA_POSITIVE_ONLY_ROUTING,10,0.7765000000000001,0.7592359584473184,0.5857836931943894,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,SHUFFLED_UTILITY_ROUTING,10,0.779,0.760839636337543,0.5862326711416245,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,PCA_SIGNED_UTILITY_ROUTING,10,0.776,0.758709576884623,0.585718423128128,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,RANDOM_BASIS_0,10,0.7785,0.76033442385927,0.5862947523593902,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,RANDOM_BASIS_1,10,0.778,0.7597819784978013,0.5863068997859955,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,RANDOM_BASIS_2,10,0.778,0.7597819784978013,0.5863016098737717,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,RANDOM_BASIS_3,10,0.778,0.7597819784978013,0.5863005608320236,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S0,RANDOM_BASIS_4,10,0.778,0.7597819784978013,0.5863009452819824,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,BASELINE,10,0.7815000000000001,0.7718832714149031,0.5884116291999817,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,PCA_POSITIVE_ONLY_ROUTING,10,0.782,0.7729129588934207,0.5878558844327927,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,SHUFFLED_UTILITY_ROUTING,10,0.7815000000000001,0.7721976620846853,0.5883946746587754,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,PCA_SIGNED_UTILITY_ROUTING,10,0.782,0.7729129588934207,0.5877422899007797,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,RANDOM_BASIS_0,10,0.781,0.7712389791394095,0.5884136855602264,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,RANDOM_BASIS_1,10,0.7815000000000001,0.7718832714149031,0.5884187161922455,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,RANDOM_BASIS_2,10,0.7815000000000001,0.7718832714149031,0.5884115040302277,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,RANDOM_BASIS_3,10,0.7815000000000001,0.7718832714149031,0.5884153842926025,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S1,RANDOM_BASIS_4,10,0.7815000000000001,0.7718832714149031,0.5884139388799667,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,BASELINE,10,0.7905,0.7760732219806268,0.5847154498100281,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,PCA_POSITIVE_ONLY_ROUTING,10,0.7899999999999999,0.7762548869027125,0.5843996942043305,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,SHUFFLED_UTILITY_ROUTING,10,0.79,0.7755137386814538,0.5847594738006592,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,PCA_SIGNED_UTILITY_ROUTING,10,0.7905,0.776788878900774,0.5842897415161132,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,RANDOM_BASIS_0,10,0.7905,0.7760732219806268,0.5847185671329498,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,RANDOM_BASIS_1,10,0.7905,0.7760732219806268,0.5847182154655457,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,RANDOM_BASIS_2,10,0.7905,0.7760732219806268,0.5847148120403289,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,RANDOM_BASIS_3,10,0.791,0.7766818020863633,0.5847167193889617,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,S2,RANDOM_BASIS_4,10,0.791,0.7766818020863633,0.5847163796424866,POST_HELDOUT_DEVELOPMENT_EVALUATION
