task,subject,session,variant,BA,macro_F1,NLL,trials,label
OpenBMI_ERP,37,S1,SHUFFLED_UTILITY_ROUTING,0.8857575757575757,0.8407288433670297,0.26665979623794556,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,PCA_SIGNED_UTILITY_ROUTING,0.8872727272727272,0.8463230485702395,0.2624000310897827,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,RANDOM_BASIS_0,0.8924242424242423,0.8435813034891376,0.27314361929893494,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,RANDOM_BASIS_1,0.8921212121212121,0.8429324457338238,0.27306708693504333,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,RANDOM_BASIS_2,0.8909090909090909,0.8426254397874422,0.2731175422668457,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,RANDOM_BASIS_3,0.8921212121212121,0.8429324457338238,0.27281156182289124,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S1,RANDOM_BASIS_4,0.8924242424242423,0.8435813034891376,0.27311715483665466,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,BASELINE,0.8678787878787879,0.7982283763970093,0.3415265381336212,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,PCA_POSITIVE_ONLY_ROUTING,0.87,0.8063157894736842,0.3268013298511505,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,SHUFFLED_UTILITY_ROUTING,0.8696969696969696,0.8057236804492167,0.3314966559410095,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,PCA_SIGNED_UTILITY_ROUTING,0.87,0.8063157894736842,0.3268187642097473,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,RANDOM_BASIS_0,0.8696969696969696,0.7997341347821061,0.34115391969680786,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,RANDOM_BASIS_1,0.8681818181818182,0.7988073667878024,0.3412367105484009,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,RANDOM_BASIS_2,0.8681818181818182,0.7988073667878024,0.34119465947151184,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,RANDOM_BASIS_3,0.8681818181818182,0.7988073667878024,0.34105896949768066,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S1,RANDOM_BASIS_4,0.8675757575757576,0.7976502322224016,0.34148114919662476,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,BASELINE,0.9503030303030303,0.8890994168517676,0.2027210146188736,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,PCA_POSITIVE_ONLY_ROUTING,0.9512121212121212,0.8989396214257802,0.18165510892868042,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,SHUFFLED_UTILITY_ROUTING,0.9490909090909091,0.8940130512854203,0.18710216879844666,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,PCA_SIGNED_UTILITY_ROUTING,0.9512121212121212,0.8989396214257802,0.18168604373931885,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,RANDOM_BASIS_0,0.9503030303030303,0.8890994168517676,0.2024213671684265,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,RANDOM_BASIS_1,0.9503030303030303,0.8890994168517676,0.20213784277439117,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,RANDOM_BASIS_2,0.9503030303030303,0.8890994168517676,0.20235063135623932,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,RANDOM_BASIS_3,0.9503030303030303,0.8890994168517676,0.2025315761566162,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S1,RANDOM_BASIS_4,0.9503030303030303,0.8890994168517676,0.20204631984233856,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,BASELINE,0.8957575757575758,0.8438433025000844,0.23774659633636475,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,PCA_POSITIVE_ONLY_ROUTING,0.8921212121212121,0.847551586079458,0.22622615098953247,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,SHUFFLED_UTILITY_ROUTING,0.8939393939393939,0.8468428123600538,0.22876937687397003,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,PCA_SIGNED_UTILITY_ROUTING,0.8921212121212121,0.847551586079458,0.22619429230690002,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,RANDOM_BASIS_0,0.8960606060606061,0.8444900291968862,0.23750434815883636,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,RANDOM_BASIS_1,0.8960606060606061,0.8444900291968862,0.2376130074262619,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,RANDOM_BASIS_2,0.8957575757575758,0.8438433025000844,0.23761221766471863,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,RANDOM_BASIS_3,0.8957575757575758,0.8438433025000844,0.2375279814004898,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S1,RANDOM_BASIS_4,0.8957575757575758,0.8438433025000844,0.23740042746067047,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,BASELINE,0.7266666666666667,0.702887064254258,0.41754767298698425,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,PCA_POSITIVE_ONLY_ROUTING,0.7209090909090909,0.7047365972027273,0.4080144762992859,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,SHUFFLED_UTILITY_ROUTING,0.7206060606060606,0.7027354849654354,0.4097939133644104,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,PCA_SIGNED_UTILITY_ROUTING,0.7209090909090909,0.7047365972027273,0.4080752730369568,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,RANDOM_BASIS_0,0.7266666666666667,0.702887064254258,0.41725191473960876,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,RANDOM_BASIS_1,0.7266666666666667,0.702887064254258,0.4173009991645813,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,RANDOM_BASIS_2,0.7281818181818183,0.7040090340229354,0.41731882095336914,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,RANDOM_BASIS_3,0.7281818181818183,0.7040090340229354,0.4172805845737457,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,54,S1,RANDOM_BASIS_4,0.7266666666666667,0.702887064254258,0.41715019941329956,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,BASELINE,0.9184848484848485,0.8798860863238741,0.18667538464069366,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,PCA_POSITIVE_ONLY_ROUTING,0.9181818181818182,0.8896604938271605,0.17083866894245148,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,SHUFFLED_UTILITY_ROUTING,0.9154545454545454,0.8857863628148086,0.1752735674381256,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,PCA_SIGNED_UTILITY_ROUTING,0.9181818181818182,0.8896604938271605,0.17084424197673798,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,RANDOM_BASIS_0,0.9184848484848485,0.8798860863238741,0.18635930120944977,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,RANDOM_BASIS_1,0.9184848484848485,0.8798860863238741,0.18616041541099548,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,RANDOM_BASIS_2,0.9184848484848485,0.8798860863238741,0.18659742176532745,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,RANDOM_BASIS_3,0.9181818181818182,0.8791827154549832,0.18652017414569855,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,4,S2,RANDOM_BASIS_4,0.9181818181818182,0.8791827154549832,0.18646828830242157,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,BASELINE,0.9666666666666667,0.9399349945828819,0.09468650072813034,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,PCA_POSITIVE_ONLY_ROUTING,0.9693939393939395,0.9471320285446776,0.08580628782510757,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,SHUFFLED_UTILITY_ROUTING,0.9684848484848485,0.9447174447174447,0.08824354410171509,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,PCA_SIGNED_UTILITY_ROUTING,0.9693939393939395,0.9471320285446776,0.08580391108989716,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,RANDOM_BASIS_0,0.9666666666666667,0.9399349945828819,0.09458459168672562,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,RANDOM_BASIS_1,0.9666666666666667,0.9399349945828819,0.09441465139389038,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,RANDOM_BASIS_2,0.9666666666666667,0.9399349945828819,0.09460970759391785,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,RANDOM_BASIS_3,0.966969696969697,0.9407277960258729,0.09448418766260147,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,12,S2,RANDOM_BASIS_4,0.9666666666666667,0.9399349945828819,0.09440435469150543,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,BASELINE,0.9184848484848485,0.8531986431603521,0.23238109052181244,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,PCA_POSITIVE_ONLY_ROUTING,0.9178787878787878,0.8612418712364611,0.22148729860782623,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,SHUFFLED_UTILITY_ROUTING,0.9166666666666666,0.8586097382233624,0.2232619822025299,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,PCA_SIGNED_UTILITY_ROUTING,0.9178787878787878,0.8612418712364611,0.22150160372257233,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,RANDOM_BASIS_0,0.9172727272727272,0.8529281724963657,0.23173211514949799,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,RANDOM_BASIS_1,0.916969696969697,0.852286148665628,0.2321939766407013,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,RANDOM_BASIS_2,0.9187878787878788,0.853841031311253,0.23197098076343536,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,RANDOM_BASIS_3,0.9187878787878788,0.853841031311253,0.23174580931663513,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,13,S2,RANDOM_BASIS_4,0.9187878787878788,0.853841031311253,0.2317892611026764,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,BASELINE,0.8424242424242424,0.7609318334232833,0.3931058645248413,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,PCA_POSITIVE_ONLY_ROUTING,0.8412121212121213,0.7640762817080418,0.38039618730545044,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,SHUFFLED_UTILITY_ROUTING,0.8415151515151515,0.7628455023389091,0.3837685286998749,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,PCA_SIGNED_UTILITY_ROUTING,0.8412121212121213,0.7640762817080418,0.3803998827934265,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,RANDOM_BASIS_0,0.8427272727272728,0.7614641033284306,0.3926098644733429,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,RANDOM_BASIS_1,0.8409090909090908,0.76002279881682,0.3927881121635437,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,RANDOM_BASIS_2,0.8427272727272728,0.7614641033284306,0.39243850111961365,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,RANDOM_BASIS_3,0.8427272727272728,0.7614641033284306,0.3924102783203125,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,17,S2,RANDOM_BASIS_4,0.8427272727272728,0.7614641033284306,0.39281249046325684,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,BASELINE,0.9321212121212121,0.9073282773564464,0.1510983407497406,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,PCA_POSITIVE_ONLY_ROUTING,0.926060606060606,0.9091504294530496,0.14163517951965332,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,SHUFFLED_UTILITY_ROUTING,0.927878787878788,0.9080280455740578,0.14380711317062378,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,PCA_SIGNED_UTILITY_ROUTING,0.926060606060606,0.9091504294530496,0.1416388601064682,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,RANDOM_BASIS_0,0.9306060606060607,0.9063670980698573,0.1510179340839386,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,RANDOM_BASIS_1,0.9321212121212121,0.9073282773564464,0.15075728297233582,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,RANDOM_BASIS_2,0.9303030303030303,0.9056121343445287,0.15092192590236664,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,RANDOM_BASIS_3,0.9306060606060607,0.9063670980698573,0.15075883269309998,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,18,S2,RANDOM_BASIS_4,0.9336363636363636,0.9082872626825781,0.15075351297855377,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,BASELINE,0.8093939393939393,0.7599914324685122,0.3542872369289398,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,PCA_POSITIVE_ONLY_ROUTING,0.8124242424242424,0.7692650544560581,0.3365989625453949,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,SHUFFLED_UTILITY_ROUTING,0.8093939393939393,0.7690798099595682,0.33916404843330383,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,PCA_SIGNED_UTILITY_ROUTING,0.8124242424242424,0.7692650544560581,0.336567223072052,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,RANDOM_BASIS_0,0.8090909090909091,0.7594356261022928,0.3542896807193756,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,RANDOM_BASIS_1,0.8096969696969697,0.7605480725737548,0.35424575209617615,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,RANDOM_BASIS_2,0.8093939393939393,0.7599914324685122,0.3538226783275604,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,RANDOM_BASIS_3,0.8090909090909091,0.7594356261022928,0.35390526056289673,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,24,S2,RANDOM_BASIS_4,0.8103030303030303,0.7616638684816319,0.3538610339164734,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,BASELINE,0.7818181818181817,0.7838791854676235,0.29241442680358887,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,PCA_POSITIVE_ONLY_ROUTING,0.7757575757575758,0.7874929806370994,0.2879994511604309,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,SHUFFLED_UTILITY_ROUTING,0.7763636363636364,0.7867009867009866,0.28942403197288513,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,PCA_SIGNED_UTILITY_ROUTING,0.7757575757575758,0.7874929806370994,0.2880215644836426,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,RANDOM_BASIS_0,0.7818181818181817,0.7838791854676235,0.29246991872787476,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,RANDOM_BASIS_1,0.7821212121212121,0.7845305632722088,0.29239192605018616,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,RANDOM_BASIS_2,0.7821212121212121,0.7845305632722088,0.2923069894313812,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,RANDOM_BASIS_3,0.7815151515151515,0.783229203958841,0.2925049960613251,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,25,S2,RANDOM_BASIS_4,0.7815151515151515,0.783229203958841,0.29216691851615906,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,BASELINE,0.8460606060606061,0.8208346707277929,0.2512762248516083,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,PCA_POSITIVE_ONLY_ROUTING,0.8457575757575757,0.8292624528410079,0.23885676264762878,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,SHUFFLED_UTILITY_ROUTING,0.8454545454545455,0.8262868221902557,0.2426420897245407,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,PCA_SIGNED_UTILITY_ROUTING,0.8457575757575757,0.8292624528410079,0.23888540267944336,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,RANDOM_BASIS_0,0.8457575757575757,0.820182273623621,0.25118380784988403,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,RANDOM_BASIS_1,0.8460606060606061,0.8208346707277929,0.2510126531124115,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,RANDOM_BASIS_2,0.8460606060606061,0.8208346707277929,0.2511427700519562,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,RANDOM_BASIS_3,0.8454545454545455,0.819531118232417,0.2511359453201294,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,29,S2,RANDOM_BASIS_4,0.8460606060606061,0.8208346707277929,0.25098881125450134,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,BASELINE,0.9675757575757575,0.9189924683080039,0.14030669629573822,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,PCA_POSITIVE_ONLY_ROUTING,0.9681818181818183,0.923278548367138,0.13342665135860443,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,SHUFFLED_UTILITY_ROUTING,0.9675757575757575,0.9217892100710217,0.13540729880332947,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,PCA_SIGNED_UTILITY_ROUTING,0.9678787878787879,0.9225331477547433,0.13342443108558655,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,RANDOM_BASIS_0,0.9675757575757575,0.9189924683080039,0.14006644487380981,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,RANDOM_BASIS_1,0.9675757575757575,0.9189924683080039,0.14009757339954376,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,RANDOM_BASIS_2,0.9678787878787878,0.9197294198047097,0.1401023268699646,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,RANDOM_BASIS_3,0.9675757575757575,0.9189924683080039,0.1398792862892151,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,36,S2,RANDOM_BASIS_4,0.9678787878787878,0.9197294198047097,0.14009055495262146,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,BASELINE,0.9575757575757575,0.9254695367853006,0.11847921460866928,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,PCA_POSITIVE_ONLY_ROUTING,0.9587878787878787,0.9344977025443516,0.10780199617147446,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,SHUFFLED_UTILITY_ROUTING,0.9578787878787879,0.932137621536869,0.10971396416425705,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,PCA_SIGNED_UTILITY_ROUTING,0.9587878787878787,0.9344977025443516,0.10779047757387161,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,RANDOM_BASIS_0,0.956060606060606,0.9245413581613475,0.11826096475124359,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,RANDOM_BASIS_1,0.9563636363636363,0.9253086419753087,0.11823605746030807,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,RANDOM_BASIS_2,0.9575757575757575,0.9254695367853006,0.11834661662578583,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,RANDOM_BASIS_3,0.956060606060606,0.9245413581613475,0.11831836402416229,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,37,S2,RANDOM_BASIS_4,0.9575757575757575,0.9254695367853006,0.11813461035490036,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,BASELINE,0.7624242424242424,0.7170110299829113,0.42311498522758484,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,PCA_POSITIVE_ONLY_ROUTING,0.7563636363636363,0.7175100940206303,0.41251909732818604,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,SHUFFLED_UTILITY_ROUTING,0.756969696969697,0.7169994582890462,0.41487014293670654,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,PCA_SIGNED_UTILITY_ROUTING,0.7563636363636363,0.7175100940206303,0.4125792980194092,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,RANDOM_BASIS_0,0.7627272727272727,0.7175253908778264,0.422612726688385,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,RANDOM_BASIS_1,0.7627272727272727,0.7175253908778264,0.42268863320350647,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,RANDOM_BASIS_2,0.763030303030303,0.7180404613572094,0.42276254296302795,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,RANDOM_BASIS_3,0.7624242424242424,0.7170110299829113,0.42286840081214905,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,39,S2,RANDOM_BASIS_4,0.7627272727272727,0.7175253908778264,0.42273375391960144,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,BASELINE,0.8806060606060606,0.8342716534153334,0.2661353647708893,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,PCA_POSITIVE_ONLY_ROUTING,0.8839393939393939,0.8507925776022154,0.24997487664222717,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,SHUFFLED_UTILITY_ROUTING,0.883939393939394,0.8484079572225446,0.25341254472732544,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,PCA_SIGNED_UTILITY_ROUTING,0.8839393939393939,0.8507925776022154,0.2500148415565491,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,RANDOM_BASIS_0,0.8806060606060606,0.8342716534153334,0.2659358084201813,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,RANDOM_BASIS_1,0.8809090909090909,0.8349140345033328,0.2656317949295044,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,RANDOM_BASIS_2,0.8824242424242424,0.8358806664889709,0.26583385467529297,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,RANDOM_BASIS_3,0.8809090909090909,0.8349140345033328,0.26599812507629395,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,42,S2,RANDOM_BASIS_4,0.8827272727272728,0.8365246292886662,0.2656403183937073,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,BASELINE,0.7784848484848486,0.7130699025699706,0.44989290833473206,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,PCA_POSITIVE_ONLY_ROUTING,0.7751515151515151,0.7230066400737548,0.4276581108570099,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,SHUFFLED_UTILITY_ROUTING,0.770909090909091,0.7158627440317581,0.43339893221855164,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,PCA_SIGNED_UTILITY_ROUTING,0.7751515151515151,0.7230066400737548,0.42772388458251953,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,RANDOM_BASIS_0,0.7787878787878788,0.7135664886156521,0.44927778840065,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,RANDOM_BASIS_1,0.7784848484848486,0.7130699025699706,0.4491979479789734,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,RANDOM_BASIS_2,0.7787878787878788,0.7135664886156521,0.44953274726867676,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_ERP,51,S2,RANDOM_BASIS_3,0.7787878787878788,0.7135664886156521,0.44963890314102173,1980,POST_HELDOUT_DEVELOPMENT_EVALUATION
